,brand,product,price,exchange,delivery,availability,products url
109,Medellin,"Medellin 38in Premium All Wood Acoustic Guitar Starter Kit Combo with Bag, Strap, Picks, String Set (Black)",,7 Days Replacement,"Wednesday, Feb 9",,https://www.amazon.in/Medellin-MED-BLK-C-Linden-Acoustic-Guitar/dp/B07NBMNZS2/ref=sr_1_99?keywords=guitar&qid=1643496436&smid=A3HL8HT148CJU9&sr=8-99
110,"41""das","41""das musical acoustic venus guitar. cover, string, belt, 2plectrums.","3,490",7 Days Replacement,"Monday, Feb 14",In stock.,https://www.amazon.in/musical-acoustic-venus-guitar-2plectrums/dp/B08NFYQSXD/ref=sr_1_100?keywords=guitar&qid=1643496436&sr=8-100
111,"Granada,","Granada, Acoustic Guitar, Cutaway, Medium PRS-1-FC -Black","5,700",7 Days Replacement,"Sunday, Feb 6",In stock.,https://www.amazon.in/Granada-Acoustic-Cutaway-PRS-1-FC-Black/dp/B08YYH2GH8/ref=sr_1_101?keywords=guitar&qid=1643496436&sr=8-101
112,Giuson,"Giuson Venus Blue Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks","3,790",7 Days Replacement,"Thursday, Feb 3",In stock.,https://www.amazon.in/Giuson-Venus-Rosewood-Fretboard-Acoustic/dp/B08J49K2ZY/ref=sr_1_102?keywords=guitar&qid=1643496436&sr=8-102
113,Belear,Belear I-280 38 Inch Blue Spruce Cutaway Acoustic Guitar with Truss Rod,"2,999",7 Days Replacement,"Monday, Feb 14",Only 1 left in stock.,https://www.amazon.in/Belear-Spruce-Cutaway-Acoustic-Guitar/dp/B08YKDMY8D/ref=sr_1_103?keywords=guitar&qid=1643496436&sr=8-103
114,Givson,"Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Sunburst)","3,999",7 Days Replacement,"Thursday, Feb 17",In stock.,https://www.amazon.in/Givson-Ketostics-SUNBRUST-Acoustic-Plectrums/dp/B08KS4F33Q/ref=sr_1_104?keywords=guitar&qid=1643496436&sr=8-104
115,Fender,"Fender SA105CE Electric Acoustic Guitar With Bag, Belt & Plectrums Combo Pack (BK)","12,999",7 Days Replacement,"Tuesday, Feb 8",In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0545658KSQTAJYKS1TD&url=%2FFender-SA105CE-Electric-Acoustic-Plectrums%2Fdp%2FB08P8KQ87F%2Fref%3Dsr_1_105_sspa%3Fkeywords%3Dguitar%26qid%3D1643496436%26sr%3D8-105-spons%26psc%3D1&qualifier=1643496436&id=5944990918092834&widgetName=sp_btf
116,Cort,"Cort AD810 Acoustic Guitar With Padded Bag, Belt, Plectrums Complete Pack (BKS)","11,999",7 Days Replacement,"Tuesday, Feb 8",Only 2 left in stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0206023HUA3EMTRH5Z2&url=%2FCort-Acoustic-Guitar-Plectrums-Complete%2Fdp%2FB089KV1FR1%2Fref%3Dsr_1_106_sspa%3Fkeywords%3Dguitar%26qid%3D1643496436%26sr%3D8-106-spons%26psc%3D1&qualifier=1643496436&id=5944990918092834&widgetName=sp_btf
117,GUITAR,"GUITAR BRO - COMBO (Black Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","6,499",7 Days Replacement,Feb 4 - 8,In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A087933837LQ4BBEWM3H5&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07T84GC8L%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dguitar%26qid%3D1643496436%26sr%3D8-107-spons%26psc%3D1&qualifier=1643496436&id=5944990918092834&widgetName=sp_btf
118,Honestum,"Honestum 4-string acoustic guitar learning kids toy, brown 18-Multi color",949,7 Days Replacement,Feb 4 - 10,In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A05298849YF7RYDP43JI&url=%2FHonestum-4-string-acoustic-learning-18-Multi%2Fdp%2FB096XFNBK6%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dguitar%26qid%3D1643496436%26sr%3D8-108-spons%26psc%3D1&qualifier=1643496436&id=5944990918092834&widgetName=sp_btf
119,Intern,"Intern INT-38C Acoustic Guitar Kit (Sunburst) with Carry bag, Picks, Strings set and Guitar Strap, Small","2,250",7 Days Replacement,"Friday, Feb 4",In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A02997932VCFLSA4P1JHR&url=%2FIntern-INT-38C-Acoustic-Guitar-Sunburst%2Fdp%2FB073B5MJRM%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-97-spons%26psc%3D1&qualifier=1643496441&id=2575150352854928&widgetName=sp_atf_next
120,Vault,Vault ST1 Premium Electric Guitar - Sunburst,"7,599",7 Days Replacement,"Monday, Feb 7",In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0029302939VFBJS6BAK&url=%2FVault-ST1-Premium-Electric-Guitar%2Fdp%2FB09GM1N58H%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-98-spons%26psc%3D1&qualifier=1643496441&id=2575150352854928&widgetName=sp_atf_next
121,Blueberry,"Blueberry B-D38, 38"" Acoustic Guitar Kit inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks","2,655",7 Days Replacement,"Tuesday, Feb 8",In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A09214242532QN4Q6HML3&url=%2FBlueberry-B-D38-Acoustic-inbuilt-Strings%2Fdp%2FB07PCRZ1CD%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-99-spons%26psc%3D1%26smid%3DA3HCWE0HCT5KDF&qualifier=1643496441&id=2575150352854928&widgetName=sp_atf_next
122,Blueberry,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Redburst)","2,695",7 Days Replacement,"Thursday, Feb 10",In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0929896JJN1K4S6C6AB&url=%2FBlueberry-Acoustic-Guitar-Strings-Redburst%2Fdp%2FB09N9R525J%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-100-spons%26psc%3D1&qualifier=1643496441&id=2575150352854928&widgetName=sp_atf_next
123,Yamaha,"Yamaha FS100C Acoustic Guitar, Natural","9,990",7 Days Replacement,"Sunday, Feb 6",In stock.,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitars-Natural/dp/B00QKD79QE/ref=sr_1_101?keywords=guitar&qid=1643496441&sr=8-101
124,SONIA,SONIA MUSICALS 6pcs Semiclosed Tuners Tuning Pegs with Accs for Electric Acoustic Guitars,"1,050",7 Days Replacement,"Friday, Feb 11",In stock.,https://www.amazon.in/SONIA-MUSICALS-Semiclosed-Electric-Acoustic/dp/B08THWMXMW/ref=sr_1_102?keywords=guitar&qid=1643496441&sr=8-102
125,Yamaha,"Yamaha F310 Acoustic Guitar, Natural","8,502",7 Days Replacement,"Sunday, Feb 6",In stock.,https://www.amazon.in/Yamaha-F310-Acoustic-Guitar-Natural/dp/B08Z3C1GRM/ref=sr_1_103?keywords=guitar&qid=1643496441&sr=8-103
126,Blueberry,"Blueberry B-D38, 38 Inch Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Sunburst)","2,795",7 Days Replacement,"Tuesday, Feb 8",In stock.,https://www.amazon.in/Blueberry-B-D38-Acoustic-Inbuilt-Sunburst/dp/B08LNP8KGS/ref=sr_1_104?keywords=guitar&qid=1643496441&sr=8-104
127,JUAREZ,"JUAREZ 96.52 cm (38 Inch) Acoustic Guitar with Dual Action Truss Rod, Bag, Picks, Allen Key, Extra String Set, 3TS Sunburst","3,024",7 Days Replacement,"Thursday, Feb 3",In stock.,https://www.amazon.in/JUAREZ-Acoustic-Guitar-3TS-Sunburst/dp/B08FV1KHTT/ref=sr_1_105?keywords=guitar&qid=1643496441&sr=8-105
128,JUAREZ,"JUAREZ Arpéggio 104.14 cm (41 Inch) Acoustic Guitar Kit, Spruce Top, Black","5,358",7 Days Replacement,"Sunday, Feb 6",In stock.,https://www.amazon.in/JUAREZ-Arp%C3%A9ggio-Acoustic-Guitar-Spruce/dp/B08KGCFXKP/ref=sr_1_106?keywords=guitar&qid=1643496441&sr=8-106
129,D'Addario,"D'Addario EZ900 Acoustic Guitar Strings, Pack of 2",705,7 Days Replacement,-,,https://www.amazon.in/DAddario-EZ900-Acoustic-Guitar-Strings/dp/B016BPK3QI/ref=sr_1_107?keywords=guitar&qid=1643496441&sr=8-107
130,Yamaha,"Yamaha F310, 6-Strings Acoustic Guitar, Natural","8,502",7 Days Replacement,-,,https://www.amazon.in/Yamaha-F310-6-Strings-Acoustic-Natural/dp/B000RVYW7E/ref=sr_1_108?keywords=guitar&qid=1643496441&sr=8-108
131,Hertz,Hertz HZA 4800 6 -Strings Acoustic Guitar - Black,"7,500",7 Days Replacement,"Tuesday, Feb 8",Only 1 left in stock.,https://www.amazon.in/Hertz-4800-Strings-Acoustic-Guitar/dp/B077MFG57G/ref=sr_1_109?keywords=guitar&qid=1643496441&sr=8-109
132,Ketostics,"Ketostics Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (blue)","3,999",7 Days Replacement,"Friday, Feb 11",In stock.,https://www.amazon.in/Ketostics-Special-Rosewood-Acoustic-Plectrums/dp/B09NSY5W93/ref=sr_1_110?keywords=guitar&qid=1643496441&sr=8-110
133,Juârez,"Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Mahogany with Bag, Strings, Picks and Strap","2,799",7 Days Replacement,"Thursday, Feb 3",In stock.,https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_111?keywords=guitar&qid=1643496441&sr=8-111
134,Giuson,"Giuson Venus Rosewood Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks","3,990",7 Days Replacement,"Thursday, Feb 3",Only 1 left in stock.,https://www.amazon.in/Giuson-Venus-Rosewood-Acoustic-Strings/dp/B09FFL198X/ref=sr_1_112?keywords=guitar&qid=1643496441&sr=8-112
135,Blueberry,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Natural)","2,695",7 Days Replacement,"Tuesday, Feb 8",In stock.,https://www.amazon.in/Blueberry-38C-Acoustic-Strings-Natural/dp/B08KLNFL2Y/ref=sr_1_113?keywords=guitar&qid=1643496441&sr=8-113
136,ketostics,ketostics Givson Acoustic Guitar Bag with 5 Plectrums/Picks string set and Guitar Belt,549,7 Days Replacement,"Friday, Feb 11",In stock.,https://www.amazon.in/ketostics-Givson-Acoustic-Guitar-Plectrums/dp/B081VK8WST/ref=sr_1_114?keywords=guitar&qid=1643496441&sr=8-114
137,Givsun,"Givsun Venus Super Special Black 6-String Cut A Way Right Hand Acoustic Semi-Electric Guitar With Bag And Free 1 Set String,2 Picks","4,289",7 Days Replacement,"Thursday, Feb 3",In stock.,https://www.amazon.in/Givsun-Special-6-String-Acoustic-Semi-Electric/dp/B07ZTX544K/ref=sr_1_115?keywords=guitar&qid=1643496441&sr=8-115
138,JBSG,"JBSG 4-String Acoustic Guitar Learning Kids Toy, Brown 18",699,7 Days Returnable,"Thursday, Feb 17",In stock.,https://www.amazon.in/4-String-Acoustic-Guitar-Learning-Brown/dp/B08RF2CQH3/ref=sr_1_116?keywords=guitar&qid=1643496441&sr=8-116
139,Festra,"Festra 38C, 38 Inch Acoustic Guitar Kit with Bag, Strap, One Pack Strings And 2 Picks (Natural)","2,695",7 Days Replacement,"Tuesday, Feb 8",In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A094551630GZUK72DI20I&url=%2FFestra-Acoustic-Guitar-Strings-Natural%2Fdp%2FB09JT6C952%2Fref%3Dsr_1_117_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-117-spons%26psc%3D1&qualifier=1643496441&id=2575150352854928&widgetName=sp_mtf
140,Capo,Capo Guitar Capo with 5 Pack Guitar Picks Guitar Capos for Acoustic Guitar Electric Guitar Bass Ukulele (Black),299,7 Days Replacement,"Tuesday, Feb 15",In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A06514453EDDT111HQGHT&url=%2FGuitar-Picks-Acoustic-Electric-Ukulele%2Fdp%2FB08XB325BX%2Fref%3Dsr_1_118_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-118-spons%26psc%3D1&qualifier=1643496441&id=2575150352854928&widgetName=sp_mtf
141,AKSHARAM,AKSHARAM AHAM 4 String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child - 23 Inch,"1,199",7 Days Returnable,"Wednesday, Feb 16",In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A10087032OIIYLKPUR8X3&url=%2FAKSHARAM-AHAM-Childrens-Instrument-Educational%2Fdp%2FB09HMR1ZKM%2Fref%3Dsr_1_119_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-119-spons%26psc%3D1&qualifier=1643496441&id=2575150352854928&widgetName=sp_mtf
142,JOY&TOY,"JOY&TOY Enterprise 4-String Acoustic Guitar Learning Kids Toy, Brown 18""(1 pc)",989,7 Days Replacement,Feb 4 - 10,In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A023421427JVP0SLXXND&url=%2FJOY-TOY-Enterprise-4-String-Acoustic%2Fdp%2FB098JWG1HD%2Fref%3Dsr_1_120_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-120-spons%26psc%3D1&qualifier=1643496441&id=2575150352854928&widgetName=sp_mtf
143,Medellin,"Medellin 38in Premium All Wood Acoustic Guitar Starter Kit (Black, Super Combo Combo with Bag, Strap, Picks, String Set, Tuner, Stand, Capo)","3,299",7 Days Replacement,"Wednesday, Feb 9",In stock.,https://www.amazon.in/Medellin-Premium-Acoustic-Guitar-Starter/dp/B099MVN9P9/ref=sr_1_121?keywords=guitar&qid=1643496441&sr=8-121
144,AUREUS,AUREUS 4 String Acoustic Guitar Musical Instrument Educational Small Guitar for Beginners Kids Children,999,7 Days Replacement,"Monday, Feb 14",In stock.,https://www.amazon.in/AUREUS-Acoustic-Instrument-Educational-Beginners/dp/B09HHLRZ7S/ref=sr_1_122?keywords=guitar&qid=1643496441&sr=8-122
145,DALUCI,"DALUCI 38C Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Blue Water Shades) (13588)","3,457",7 Days Replacement,"Monday, Feb 7",Only 1 left in stock.,https://www.amazon.in/DALUCI-Acoustic-Guitar-Strings-Shades/dp/B08LZLNZFR/ref=sr_1_123?keywords=guitar&qid=1643496441&sr=8-123
146,Pluto,Pluto HW39C-201P Electro Acoustic Guitar - Rosewood Fretboard - Natural,"6,100",7 Days Replacement,"Monday, Feb 7",Only 2 left in stock.,https://www.amazon.in/Pluto-HW39C-201P-Electro-Acoustic-Guitar/dp/B07VB4F96V/ref=sr_1_124?keywords=guitar&qid=1643496441&sr=8-124
147,Yamaha,"Yamaha Acoustic Guitar F280 Dreadnought With Mexa Sponge Bag Belt,Plectrums & String Set.(Natural)","8,999",7 Days Replacement,"Tuesday, Feb 8",In stock.,https://www.amazon.in/Acoustic-F280-Dreadnought-Plectrums-Natural/dp/B092TPXZRN/ref=sr_1_125?keywords=guitar&qid=1643496441&sr=8-125
148,Guitar,Guitar Cable | Amplifier Cable,490,7 Days Replacement,"Saturday, Feb 12",In stock.,https://www.amazon.in/SG-Musical-CBLSG06-Guitar-Amplifier/dp/B09R71V5DN/ref=sr_1_126?keywords=guitar&qid=1643496441&sr=8-126
149,Sawtooth,Sawtooth Mahogany Series Solid Mahogany Top Acoustic-Electric Dreadnought Guitar with Padded Gig Bag and Pick Sampler,"2,15,416",7 Days Replacement,Feb 7 - 14,Usually dispatched in 6 to 10 days.,https://www.amazon.in/Sawtooth-Mahogany-Acoustic-Electric-Dreadnought-Sampler/dp/B0785XJWJP/ref=sr_1_127?keywords=guitar&qid=1643496441&sr=8-127
150,OFKLADE,OFKLADE Portable 6 Frets Wood Practice Pocket Guitar Trainer Tool Finger Exerciser,"1,691",7 Days Replacement,Feb 18 - 25,Usually dispatched in 1 to 3 weeks.,https://www.amazon.in/OFKLADE-Portable-Practice-Trainer-Exerciser/dp/B09DKGPNZ7/ref=sr_1_128?keywords=guitar&qid=1643496441&sr=8-128
151,TECHBLAZE,TECHBLAZE 6 Pcs Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right Guitar Machine Heads Knobs With Strap Button Locks Guitar Keys 3R+3L 6 pieces- Chrome,589,7 Days Replacement,-,In stock.,https://www.amazon.in/TECHBLAZE-Guitar-Acoustic-Machine-pieces/dp/B08X6MGB3V/ref=sr_1_129?keywords=guitar&qid=1643496441&sr=8-129
152,Yamaha,"Yamaha FS100C Acoustic Guitar, Natural","9,455",7 Days Replacement,"Thursday, Feb 3",In stock.,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitar-Natural/dp/B08Z3DVN8N/ref=sr_1_130?keywords=guitar&qid=1643496441&sr=8-130
153,Ketostics,"Ketostics Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (sunbrust)","3,999",7 Days Replacement,"Friday, Feb 11",In stock.,https://www.amazon.in/Ketostics-Rosewood-Acoustic-Plectrums-sunbrust/dp/B09NSXMVF4/ref=sr_1_131?keywords=guitar&qid=1643496441&sr=8-131
154,SG,SG Musical Guitar Cable | Amplifier Cable KL,490,7 Days Replacement,"Saturday, Feb 12",In stock.,https://www.amazon.in/SG-Musical-Guitar-Cable-Amplifier/dp/B09R71M43N/ref=sr_1_132?keywords=guitar&qid=1643496441&sr=8-132
155,Ketostics™,"Ketostics™ Venus Special Cutaway Rosewood 41 Inch Givson Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Black)","4,399",7 Days Replacement,"Thursday, Feb 17",In stock.,https://www.amazon.in/Ketostics-Acoustic-Guitar-string-plactrums/dp/B07SYYQYST/ref=sr_1_133?keywords=guitar&qid=1643496441&sr=8-133
156,Fender,Fender CD 60 Dread V3 DS 6 String Acoustic Guitar - Walnut Fretboard-Sunburst,"11,040",7 Days Replacement,"Friday, Feb 4",In stock.,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RM21D8X/ref=sr_1_134?keywords=guitar&qid=1643496441&sr=8-134
157,Techblaze,Techblaze 6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right Guitar Machine Heads Knobs With Strap Button Locks Guitar Keys 3R+3L 6 pcs- Chrome,549,7 Days Replacement,-,In stock.,https://www.amazon.in/Techblaze-Pieces-Guitar-Acoustic-Machine/dp/B08NPJKLD9/ref=sr_1_135?keywords=guitar&qid=1643496441&sr=8-135
158,Cort,"Cort AD810 Dreadnought Acoustic Guitar with Gig Bag,Tuner,Picks and Strap (Natural Bundle)","10,250",7 Days Replacement,"Monday, Feb 7",In stock.,https://www.amazon.in/Cort-AD810-Dreadnought-Acoustic-Guitar/dp/B07KMBVR6V/ref=sr_1_136?keywords=guitar&qid=1643496441&sr=8-136
159,Givson,"Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Sunburst)","3,999",7 Days Replacement,"Thursday, Feb 17",In stock.,https://www.amazon.in/Givson-Ketostics-SUNBRUST-Acoustic-Plectrums/dp/B08KS4F33Q/ref=sr_1_137?keywords=guitar&qid=1643496441&sr=8-137
160,"A,Acoustio","A,Acoustio 41 inch 21 fret black matt finish venus acoustic guitar. with cover,1set string,2plectums, 1belt.","3,390",7 Days Replacement,"Monday, Feb 14",In stock.,https://www.amazon.in/Acoustio-venus-acoustic-guitar-2plectums/dp/B096YGTYB7/ref=sr_1_138?keywords=guitar&qid=1643496441&sr=8-138
161,Wilson,Wilson Phosphor Bronze Guitar String (Pack of 6 Strings),277,7 Days Replacement,"Friday, Feb 11",In stock.,https://www.amazon.in/Wilson-Phosphor-Bronze-Guitar-Strings/dp/B07W3DMD9R/ref=sr_1_139?keywords=guitar&qid=1643496441&sr=8-139
162,Belear,"Belear Zebrawood, Acoustic Guitar, 38 Inch with Dual Action Truss Rod, Medium","3,179",7 Days Replacement,-,,https://www.amazon.in/Belear-Zebrawood-Acoustic-Guitar-Action/dp/B09CPQTZZT/ref=sr_1_140?keywords=guitar&qid=1643496441&sr=8-140
163,Hovner,"Hovner Standard 185 Natural Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail","3,890",7 Days Replacement,"Thursday, Feb 3",In stock.,https://www.amazon.in/Standard-Rosewood-Fretboard-Acoustic-K-Retail/dp/B07KLVKW5Z/ref=sr_1_141?keywords=guitar&qid=1643496441&sr=8-141
164,SG,SG MUSICAL Guitar String 1st+2nd+3rd + 4 pcs. Plectrums + 1 Guitar Holder BYTD,239,7 Days Replacement,"Saturday, Feb 12",In stock.,https://www.amazon.in/SG-MUSICAL-Guitar-String-Plectrums/dp/B095JSQ1NW/ref=sr_1_142?keywords=guitar&qid=1643496441&sr=8-142
165,Musical,"Musical String New Semi Acoustic F cut Guitar 6 string, 21 freet 41 inch, Metalic Black glossy Finished with Black Cover Bag, Strap(Belt), Picks and Extra String Set",,7 Days Replacement,"Thursday, Feb 3",In stock.,https://www.amazon.in/Musical-String-Acoustic-Metalic-Finished/dp/B08Y6F6KHR/ref=sr_1_143?keywords=guitar&qid=1643496441&sr=8-143
166,JUAREZ,"JUAREZ Arpeggio 99.06 cm (39 Inch) Semi-Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, 4 Band EQ, Chrome Die Cast Machine Tuners, Black","5,646",7 Days Replacement,"Thursday, Feb 3",In stock.,https://www.amazon.in/JUAREZ-Arpeggio-Semi-Acoustic-Rosewood-Fretboard/dp/B08LBG3F36/ref=sr_1_144?keywords=guitar&qid=1643496441&sr=8-144
167,Martin,Martin Smith W-101-RD-PK Acoustic Guitar Super Kit with Stand (Red),"6,349",7 Days Replacement,"Thursday, Feb 3",In stock.,https://www.amazon.in/Martin-Smith-W-101-RD-PK-Acoustic-Guitar/dp/B01EUWC5HE/ref=sr_1_145?keywords=guitar&qid=1643496441&sr=8-145
168,Givson,"Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (red)","3,999",7 Days Replacement,"Friday, Feb 11",In stock.,https://www.amazon.in/Special-Cutaway-Rosewood-Acoustic-Plectrums/dp/B09P41Y4HZ/ref=sr_1_146?keywords=guitar&qid=1643496441&sr=8-146
169,Vault,Vault ST1 Strat Style 6 String Electric Guitar- Black,"7,599",7 Days Replacement,"Monday, Feb 7",In stock.,https://www.amazon.in/Vault-Strat-String-Electric-Guitar/dp/B08F2BJC5W/ref=sr_1_147?keywords=guitar&qid=1643496441&sr=8-147
170,RockJam,RockJam RJEG02-SK-BK Electric Guitar Starter Kit (Black),,7 Days Replacement,"Sunday, Feb 6",In stock.,https://www.amazon.in/RockJam-RJEG02-SK-BK-Electric-Guitar-Starter/dp/B01M66OZ0V/ref=sr_1_148?keywords=guitar&qid=1643496441&sr=8-148
171,Ketostics™,"Ketostics™ Venus Special Cutaway Rosewood 41 Inch Givson Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Blue)","3,999",7 Days Replacement,"Thursday, Feb 17",In stock.,https://www.amazon.in/Ketostics-Givson-Special-Acoustic-Plectrums/dp/B08JCXZGJW/ref=sr_1_149?keywords=guitar&qid=1643496441&sr=8-149
172,SG,SG Musical Acoustic Guitar Strings | guitar string pack of 6 best guitar strings,199,7 Days Replacement,"Saturday, Feb 12",In stock.,https://www.amazon.in/SG-Musical-Acoustic-Strings-strings/dp/B095JQC3VC/ref=sr_1_150?keywords=guitar&qid=1643496441&sr=8-150
173,Ketostics™,"Ketostics™ Venus Special Cutaway Rosewood 41 Inch Givson Venus Special Semi-electric Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Black)","4,299",7 Days Replacement,"Thursday, Feb 17",In stock.,https://www.amazon.in/Ketostics-Givson-Special-Semi-electric-Plectrums/dp/B08GSPQ214/ref=sr_1_151?keywords=guitar&qid=1643496441&sr=8-151
174,Kadence,"Kadence Acoustica 40"" Mahogany Left-Handed Acoustic Guitar A03 L with bag","6,823",7 Days Replacement,"Thursday, Feb 10",In stock.,https://www.amazon.in/Kadence-Acoustica-Mahagony-Handed-Acoustic/dp/B07GS7N6TG/ref=sr_1_152?keywords=guitar&qid=1643496441&sr=8-152
175,Vault,Vault EA40 Premium 41 inch Spruce-Top Cutaway Acoustic Guitar,"6,990",7 Days Replacement,"Sunday, Feb 6",In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A09610753VGW0EUUEOMBV&url=%2FPremium-Spruce-Top-Cutaway-Acoustic-Guitar%2Fdp%2FB08FFZY6BJ%2Fref%3Dsr_1_153_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-153-spons%26psc%3D1&qualifier=1643496441&id=2575150352854928&widgetName=sp_btf
176,GUITAR,"GUITAR BRO - COMBO (Blue Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","6,499",7 Days Replacement,Feb 4 - 8,In stock.,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A08791823J4GRMJMKDFMU&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07TC7TWCR%2Fref%3Dsr_1_154_sspa%3Fkeywords%3Dguitar%26qid%3D1643496441%26sr%3D8-154-spons%26psc%3D1&qualifier=1643496441&id=2575150352854928&widgetName=sp_btf
